austerity	3.69	13
aberration	3.23	14
ambivalent	3.21	13
esoteric	3.21	13
engendered	3.12	13
banal	3.1	13
ascetic	2.94	14
ameliorate	2.89	13
contrition	2.89	13
pedantic	2.83	13
assuage	2.77	13
intransigence	2.76	13
antipathy	2.71	13
apocryphal	2.68	13
castigated	2.61	13
laconic	2.48	13
alacrity	2.32	14
diffident	2.32	14
dissembling	2.27	13
obsequious	2.27	13
garrulous	2.07	13
